invoice_id,payment_status_id,payment_method_id,invoice_date,due_date,payment_date,total_amount,late_fees,discount_applied,final_amount,order_id
INV40771,PST00532,PME00532,2020-06-22,2020-07-22,2020-07-07,126640,0,59,126642,ORD77855
INV28546,PST00533,PME00533,2022-05-10,2022-06-10,2022-05-25,59076,0,8,59135,ORD80308
INV06333,PST00534,PME00534,2021-03-22,2021-04-22,2021-04-06,29553,0,37,29561,ORD65158
INV96912,PST00535,PME00535,2023-03-03,2023-04-03,2023-03-18,74616,0,74,74653,ORD69218
INV10549,PST00536,PME00536,2021-05-28,2021-06-28,2021-06-12,115921,0,57,115995,ORD59254
INV49430,PST00537,PME00537,2020-10-30,2020-11-30,2020-12-14,25068,1856,30,26981,ORD49739
INV67774,PST00538,PME00538,2020-07-01,2020-08-01,2020-07-16,94980,0,65,95010,ORD40946
INV21033,PST00539,PME00539,2020-11-09,2020-12-09,2020-11-24,111758,0,16,111823,ORD09535
INV41411,PST00540,PME00540,2023-02-28,2023-03-28,2023-03-15,85820,0,9,85836,ORD72639
INV12841,PST00541,PME00541,2020-07-26,2020-08-26,2020-08-10,97877,0,23,97886,ORD70268
INV22903,PST00542,PME00542,2022-01-20,2022-02-20,2022-03-06,24615,9194,9,33832,ORD37605
INV00487,PST00543,PME00543,2021-05-10,2021-06-10,2021-05-25,128063,0,79,128072,ORD06478
INV14837,PST00544,PME00544,2020-07-20,2020-08-20,2020-09-03,54901,8258,14,63238,ORD10259
INV33121,PST00545,PME00545,2021-11-05,2021-12-05,2021-12-20,39404,6155,70,45573,ORD74845
INV80010,PST00546,PME00546,2021-09-30,2021-10-30,2021-10-15,35391,0,78,35461,ORD02160
INV03532,PST00547,PME00547,2021-02-01,2021-03-01,2021-02-16,67530,0,61,67608,ORD06264
INV03108,PST00548,PME00548,2022-04-29,2022-05-29,2022-05-14,37645,0,76,37706,ORD06399
INV45425,PST00549,PME00549,2022-06-19,2022-07-19,2022-07-04,37164,0,70,37240,ORD79395
INV04263,PST00550,PME00550,2020-09-22,2020-10-22,2020-11-06,71028,8438,34,79536,ORD83040
INV21743,PST00551,PME00551,2022-06-26,2022-07-26,2022-07-11,73656,0,76,73690,ORD68324
INV97531,PST00552,PME00552,2020-08-16,2020-09-16,2020-08-31,133518,0,24,133594,ORD75043
INV70371,PST00553,PME00553,2022-07-13,2022-08-13,2022-07-28,78510,0,17,78534,ORD90349
INV59769,PST00554,PME00554,2022-06-14,2022-07-14,2022-06-29,102510,0,43,102527,ORD28371
INV10728,PST00555,PME00555,2021-05-28,2021-06-28,2021-06-12,158355,0,77,158398,ORD27722
INV86284,PST00556,PME00556,2021-02-09,2021-03-09,2021-02-24,18996,0,1,19073,ORD16268
INV27850,PST00557,PME00557,2022-05-11,2022-06-11,2022-06-25,42216,9117,36,51334,ORD98320
INV30422,PST00558,PME00558,2022-12-23,2023-01-23,2023-01-07,107976,0,27,108012,ORD64205
INV62987,PST00559,PME00559,2020-12-28,2021-01-28,2021-01-12,10713,0,72,10740,ORD94558
INV54346,PST00560,PME00560,2022-06-14,2022-07-14,2022-06-29,4550,0,63,4622,ORD93043
INV97201,PST00561,PME00561,2022-01-14,2022-02-14,2022-01-29,134582,0,70,134645,ORD27201
INV07157,PST00562,PME00562,2020-09-24,2020-10-24,2020-11-08,184240,8637,39,192947,ORD83879
INV26302,PST00563,PME00563,2022-04-20,2022-05-20,2022-05-05,43320,0,31,43359,ORD69560
INV32234,PST00564,PME00564,2022-04-03,2022-05-03,2022-05-18,103968,8052,32,112051,ORD44358
INV69959,PST00565,PME00565,2022-06-25,2022-07-25,2022-08-09,4550,9605,30,14187,ORD12909
INV06472,PST00566,PME00566,2021-08-08,2021-09-08,2021-08-23,30150,0,65,30180,ORD53926
INV36979,PST00567,PME00567,2022-05-28,2022-06-28,2022-07-12,66626,1420,44,68111,ORD46363
INV51038,PST00568,PME00568,2021-10-03,2021-11-03,2021-11-17,48065,3602,39,51711,ORD91871
INV10725,PST00569,PME00569,2022-05-10,2022-06-10,2022-05-25,30650,0,42,30689,ORD02391
INV19611,PST00570,PME00570,2021-11-08,2021-12-08,2021-11-23,31404,0,76,31446,ORD62754
INV63902,PST00571,PME00571,2021-09-21,2021-10-21,2021-11-05,47106,3968,80,51150,ORD36396
INV36964,PST00572,PME00572,2022-06-08,2022-07-08,2022-07-23,177213,2606,7,179899,ORD61865
INV31559,PST00573,PME00573,2021-05-19,2021-06-19,2021-06-03,16650,0,75,16657,ORD89167
INV81460,PST00574,PME00574,2022-01-01,2022-02-01,2022-02-15,7500,6003,61,13578,ORD53294
INV27603,PST00575,PME00575,2022-01-29,2022-02-28,2022-03-15,77350,8006,52,85417,ORD50137
INV92527,PST00576,PME00576,2021-06-05,2021-07-05,2021-06-20,79452,0,44,79504,ORD78269
INV90431,PST00577,PME00577,2022-09-02,2022-10-02,2022-09-17,28206,0,43,28250,ORD97492
INV96859,PST00578,PME00578,2021-09-04,2021-10-04,2021-09-19,52500,0,71,52543,ORD77600
INV62275,PST00579,PME00579,2021-09-14,2021-10-14,2021-09-29,38880,0,80,38951,ORD67504
INV46346,PST00580,PME00580,2021-08-24,2021-09-24,2021-09-08,18462,0,6,18542,ORD09990
INV79191,PST00581,PME00581,2023-04-11,2023-05-11,2023-05-26,60648,2618,1,63272,ORD58012
INV75843,PST00582,PME00582,2023-01-13,2023-02-13,2023-02-27,73200,3879,7,77080,ORD53986
INV38556,PST00583,PME00583,2022-03-03,2022-04-03,2022-03-18,7670,0,54,7677,ORD39101
INV82213,PST00584,PME00584,2022-01-04,2022-02-04,2022-02-18,48684,2488,43,51226,ORD55187
INV51027,PST00585,PME00585,2023-02-06,2023-03-06,2023-02-21,19440,0,31,19483,ORD34045
INV22968,PST00586,PME00586,2021-07-12,2021-08-12,2021-07-27,102408,0,52,102439,ORD21148
INV34843,PST00587,PME00587,2021-05-05,2021-06-05,2021-06-19,28144,2394,80,30590,ORD51930
INV46701,PST00588,PME00588,2021-10-12,2021-11-12,2021-10-27,47106,0,80,47186,ORD49517
INV62518,PST00589,PME00589,2021-11-28,2021-12-28,2022-01-12,121710,8945,25,130735,ORD51838
INV05880,PST00590,PME00590,2022-11-26,2022-12-26,2022-12-11,160506,0,34,160531,ORD69007
INV55376,PST00591,PME00591,2021-05-09,2021-06-09,2021-05-24,120464,0,41,120498,ORD40686
INV64348,PST00592,PME00592,2020-12-07,2021-01-07,2020-12-22,39460,0,49,39501,ORD22662
INV35111,PST00593,PME00593,2021-02-25,2021-03-25,2021-04-11,196320,5582,72,201951,ORD86498
INV88922,PST00594,PME00594,2022-11-27,2022-12-27,2022-12-12,154166,0,53,154238,ORD23113
INV30662,PST00595,PME00595,2021-02-17,2021-03-17,2021-04-03,7670,2040,4,9763,ORD80096
INV36595,PST00596,PME00596,2021-11-24,2021-12-24,2021-12-09,66330,0,17,66334,ORD29764
INV06305,PST00597,PME00597,2021-04-22,2021-05-22,2021-05-07,73872,0,6,73889,ORD25043
INV86351,PST00598,PME00598,2020-12-28,2021-01-28,2021-02-11,42840,3641,66,46487,ORD50323
INV61335,PST00599,PME00599,2020-11-03,2020-12-03,2020-11-18,8917,0,28,8983,ORD93682
INV13559,PST00600,PME00600,2022-08-25,2022-09-25,2022-09-09,53502,0,64,53530,ORD91388
INV88268,PST00601,PME00601,2022-08-13,2022-09-13,2022-08-28,36400,0,51,36464,ORD50380
INV95141,PST00602,PME00602,2022-06-07,2022-07-07,2022-07-22,48065,2872,45,50988,ORD79996
INV13642,PST00603,PME00603,2022-03-08,2022-04-08,2022-04-22,9231,4257,56,13533,ORD73892
INV57938,PST00604,PME00604,2020-12-29,2021-01-29,2021-01-13,48065,0,64,48121,ORD31092
INV92146,PST00605,PME00605,2022-01-20,2022-02-20,2022-02-04,55242,0,27,55306,ORD42037
INV89140,PST00606,PME00606,2021-05-05,2021-06-05,2021-05-20,61796,0,35,61823,ORD02200
INV19601,PST00607,PME00607,2021-01-21,2021-02-21,2021-02-05,61300,0,45,61335,ORD69325
INV19219,PST00608,PME00608,2022-01-04,2022-02-04,2022-01-19,133467,0,28,133512,ORD78201
INV95008,PST00609,PME00609,2022-05-15,2022-06-15,2022-05-30,58275,0,18,58303,ORD91543
INV53438,PST00610,PME00610,2021-12-01,2022-01-01,2022-01-15,18360,6249,56,24627,ORD02227
INV41957,PST00611,PME00611,2022-03-26,2022-04-26,2022-05-10,19182,5101,30,24339,ORD72871
INV89712,PST00612,PME00612,2021-10-12,2021-11-12,2021-10-27,55272,0,54,55302,ORD82834
INV85624,PST00613,PME00613,2020-10-11,2020-11-11,2020-10-26,81900,0,66,81954,ORD59484
INV25398,PST00614,PME00614,2023-03-26,2023-04-26,2023-04-10,28144,0,7,28210,ORD23864
INV26611,PST00615,PME00615,2023-03-05,2023-04-05,2023-03-20,48684,0,45,48691,ORD00671
INV18661,PST00616,PME00616,2023-02-16,2023-03-16,2023-03-03,133467,0,15,133512,ORD84747
INV70761,PST00617,PME00617,2020-05-22,2020-06-22,2020-06-06,86361,0,31,86376,ORD17562
INV47166,PST00618,PME00618,2023-03-28,2023-04-28,2023-04-12,27981,0,10,28012,ORD88951
INV73447,PST00619,PME00619,2021-12-07,2022-01-07,2021-12-22,57629,0,24,57639,ORD97509
INV03879,PST00620,PME00620,2022-09-17,2022-10-17,2022-10-02,25068,0,64,25092,ORD62249
INV17050,PST00621,PME00621,2022-07-21,2022-08-21,2022-08-05,157080,0,73,157144,ORD19218
INV66884,PST00622,PME00622,2021-09-22,2021-10-22,2021-10-07,5943,0,18,6016,ORD21990
INV06997,PST00623,PME00623,2023-03-09,2023-04-09,2023-03-24,130578,0,54,130596,ORD38843
INV71948,PST00624,PME00624,2020-07-03,2020-08-03,2020-07-18,18222,0,26,18276,ORD13297
INV90248,PST00625,PME00625,2022-04-23,2022-05-23,2022-05-08,98080,0,73,98106,ORD61558
INV79379,PST00626,PME00626,2022-02-12,2022-03-12,2022-03-29,71616,4192,26,75881,ORD57866
INV71086,PST00627,PME00627,2022-10-09,2022-11-09,2022-10-24,149850,0,8,149876,ORD92852
INV40342,PST00628,PME00628,2020-05-19,2020-06-19,2020-06-03,23100,0,10,23108,ORD50079
INV83734,PST00629,PME00629,2020-12-30,2021-01-30,2021-01-14,102596,0,37,102606,ORD51947
INV41174,PST00630,PME00630,2021-09-04,2021-10-04,2021-09-19,105406,0,79,105443,ORD05798
INV25381,PST00631,PME00631,2021-09-14,2021-10-14,2021-09-29,51975,0,22,52054,ORD75929
INV94777,PST00632,PME00632,2021-05-10,2021-06-10,2021-06-24,47124,1209,31,48355,ORD16219
INV00482,PST00633,PME00633,2022-07-27,2022-08-27,2022-08-11,9004,0,50,9035,ORD16836
INV84316,PST00634,PME00634,2021-09-26,2021-10-26,2021-10-11,139905,0,25,139955,ORD32669
INV53177,PST00635,PME00635,2022-05-10,2022-06-10,2022-05-25,161136,0,66,161161,ORD18952
INV60110,PST00636,PME00636,2022-04-02,2022-05-02,2022-05-17,122760,6059,70,128885,ORD04607
INV37849,PST00637,PME00637,2022-01-03,2022-02-03,2022-01-18,97600,0,74,97670,ORD41445
INV68152,PST00638,PME00638,2022-04-09,2022-05-09,2022-04-24,43869,0,4,43943,ORD96232
INV78250,PST00639,PME00639,2022-01-25,2022-02-25,2022-03-11,42840,3800,25,46644,ORD53199
INV83386,PST00640,PME00640,2022-09-14,2022-10-14,2022-09-29,70360,0,7,70385,ORD29433
INV42580,PST00641,PME00641,2021-03-24,2021-04-24,2021-04-08,47590,0,74,47597,ORD77803
INV25482,PST00642,PME00642,2022-06-21,2022-07-21,2022-07-06,10554,0,35,10628,ORD86348
INV67780,PST00643,PME00643,2021-08-12,2021-09-12,2021-08-27,131240,0,46,131275,ORD20308
INV95398,PST00644,PME00644,2023-04-16,2023-05-16,2023-05-01,115406,0,20,115452,ORD31013
INV42414,PST00645,PME00645,2021-04-06,2021-05-06,2021-04-21,49552,0,17,49572,ORD41094
INV84223,PST00646,PME00646,2022-07-06,2022-08-06,2022-08-20,17325,3730,67,21072,ORD48549
INV28820,PST00647,PME00647,2021-08-22,2021-09-22,2021-09-06,150000,0,59,150067,ORD06800
INV52493,PST00648,PME00648,2020-07-30,2020-08-30,2020-08-14,78768,0,37,78827,ORD87041
INV60920,PST00649,PME00649,2022-03-19,2022-04-19,2022-04-03,5943,0,9,5980,ORD60746
INV27756,PST00650,PME00650,2020-06-13,2020-07-13,2020-06-28,103968,0,23,103977,ORD91349
INV63480,PST00651,PME00651,2022-06-17,2022-07-17,2022-07-02,86517,0,19,86540,ORD38819
INV41332,PST00652,PME00652,2022-03-20,2022-04-20,2022-05-04,70686,7470,53,78175,ORD35120
INV62264,PST00653,PME00653,2023-03-20,2023-04-20,2023-04-04,21426,0,80,21479,ORD04507
INV67616,PST00654,PME00654,2022-04-14,2022-05-14,2022-04-29,89254,0,15,89334,ORD62027
INV92213,PST00655,PME00655,2022-01-01,2022-02-01,2022-01-16,134582,0,78,134597,ORD65063
INV72517,PST00656,PME00656,2021-08-11,2021-09-11,2021-09-25,70686,6652,26,77416,ORD44391
INV97546,PST00657,PME00657,2023-04-13,2023-05-13,2023-04-28,105743,0,36,105769,ORD57405
INV34197,PST00658,PME00658,2020-07-12,2020-08-12,2020-07-27,39215,0,55,39251,ORD96079
INV40751,PST00659,PME00659,2021-04-12,2021-05-12,2021-05-27,15000,8401,8,23456,ORD02950
INV70755,PST00660,PME00660,2020-11-15,2020-12-15,2020-11-30,84618,0,26,84626,ORD71213
INV70377,PST00661,PME00661,2022-06-07,2022-07-07,2022-06-22,12664,0,69,12690,ORD57168
INV59690,PST00662,PME00662,2021-12-28,2022-01-28,2022-01-12,156860,0,67,156929,ORD46073
INV51429,PST00663,PME00663,2023-04-11,2023-05-11,2023-04-26,24342,0,9,24409,ORD85847
INV70254,PST00664,PME00664,2020-10-01,2020-11-01,2020-11-15,86273,9978,3,96260,ORD25819
INV30980,PST00665,PME00665,2021-09-14,2021-10-14,2021-09-29,6332,0,39,6335,ORD41744
INV95457,PST00666,PME00666,2020-05-04,2020-06-04,2020-05-19,54978,0,35,55017,ORD76958
INV66605,PST00667,PME00667,2021-11-12,2021-12-12,2021-11-27,11664,0,48,11699,ORD97225
INV26355,PST00668,PME00668,2022-08-25,2022-09-25,2022-10-09,19632,9521,29,29201,ORD64801
INV31694,PST00669,PME00669,2022-04-16,2022-05-16,2022-05-31,12060,7038,24,19127,ORD58076
INV29509,PST00670,PME00670,2022-02-12,2022-03-12,2022-02-27,34656,0,65,34680,ORD78697
INV50979,PST00671,PME00671,2022-09-15,2022-10-15,2022-09-30,111554,0,5,111619,ORD64566
INV09432,PST00672,PME00672,2022-01-20,2022-02-20,2022-02-04,62670,0,36,62675,ORD40026
INV15140,PST00673,PME00673,2022-04-26,2022-05-26,2022-05-11,85230,0,26,85266,ORD42674
INV50866,PST00674,PME00674,2023-04-29,2023-05-29,2023-05-14,22510,0,21,22536,ORD47531
INV21926,PST00675,PME00675,2020-07-03,2020-08-03,2020-08-17,45734,5772,72,51527,ORD81771
INV82818,PST00676,PME00676,2022-11-02,2022-12-02,2022-11-17,48684,0,75,48756,ORD39939
INV56054,PST00677,PME00677,2020-09-11,2020-10-11,2020-09-26,39460,0,17,39535,ORD12708
INV61379,PST00678,PME00678,2020-11-30,2020-12-30,2020-12-15,34992,0,19,35009,ORD02386
INV67225,PST00679,PME00679,2021-05-05,2021-06-05,2021-05-20,60232,0,25,60251,ORD77677
INV38458,PST00680,PME00680,2021-03-23,2021-04-23,2021-05-07,125328,4313,42,129666,ORD12821
INV86360,PST00681,PME00681,2022-01-24,2022-02-24,2022-03-10,77976,6263,44,84281,ORD13325
INV68680,PST00682,PME00682,2023-04-10,2023-05-10,2023-05-25,83943,1673,47,85660,ORD75225
INV44034,PST00683,PME00683,2023-02-22,2023-03-22,2023-04-08,92040,3466,18,95553,ORD61362
INV57235,PST00684,PME00684,2021-08-24,2021-09-24,2021-09-08,22750,0,77,22768,ORD82076
INV39469,PST00685,PME00685,2022-01-17,2022-02-17,2022-02-01,36780,0,15,36857,ORD86153
INV25176,PST00686,PME00686,2023-03-25,2023-04-25,2023-04-09,8114,0,12,8129,ORD60358
INV23042,PST00687,PME00687,2022-01-01,2022-02-01,2022-02-15,101983,1421,73,103416,ORD27412
INV95993,PST00688,PME00688,2021-08-12,2021-09-12,2021-08-27,29448,0,63,29521,ORD71000
INV35198,PST00689,PME00689,2021-12-30,2022-01-30,2022-01-14,56988,0,8,57051,ORD36128
INV86389,PST00690,PME00690,2022-02-06,2022-03-06,2022-02-21,19722,0,78,19730,ORD54149
INV23937,PST00691,PME00691,2022-11-02,2022-12-02,2022-11-17,39460,0,16,39538,ORD96731
INV29682,PST00692,PME00692,2020-06-22,2020-07-22,2020-07-07,154512,0,3,154528,ORD69025
INV56580,PST00693,PME00693,2020-09-08,2020-10-08,2020-09-23,8114,0,65,8117,ORD77428
INV28304,PST00694,PME00694,2020-09-24,2020-10-24,2020-11-08,9004,9032,58,18101,ORD95028
INV89583,PST00695,PME00695,2020-10-11,2020-11-11,2020-10-26,127608,0,75,127666,ORD34690
INV25067,PST00696,PME00696,2021-05-04,2021-06-04,2021-05-19,39780,0,48,39855,ORD43892
INV12626,PST00697,PME00697,2021-07-20,2021-08-20,2021-08-04,24520,0,14,24568,ORD44608
INV41347,PST00698,PME00698,2022-03-04,2022-04-04,2022-03-19,39774,0,13,39788,ORD18339
INV82857,PST00699,PME00699,2021-01-09,2021-02-09,2021-01-24,69300,0,17,69313,ORD25259
INV86907,PST00700,PME00700,2023-01-05,2023-02-05,2023-01-20,156927,31,2,156975,ORD64716
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
