line_item_id,quote_id,product_id,quantity,unit_price,total_price,warranty_id
LIN64004,QUO53266,PRO44499,17,9613,163421,WAR00003
LIN19578,QUO62929,PRO46773,4,9613,38452,WAR00001
LIN00615,QUO60637,PRO64497,20,7892,157840,WAR00002
LIN32688,QUO14330,PRO92316,16,8114,129824,WAR00002
LIN91561,QUO26384,PRO65552,7,5999,41993,WAR00002
LIN93239,QUO75181,PRO93334,18,6267,112806,WAR00002
LIN91677,QUO83188,PRO71161,15,4550,68250,WAR00002
LIN77587,QUO71718,PRO67890,4,4880,19520,WAR00003
LIN94916,QUO81028,PRO01485,5,8534,42670,WAR00002
LIN21096,QUO10409,PRO75076,8,8325,66600,WAR00002
LIN92973,QUO59093,PRO86754,5,9327,46635,WAR00001
LIN78112,QUO45523,PRO46773,18,9613,173034,WAR00002
LIN54072,QUO39274,PRO98085,7,9212,64484,WAR00003
LIN96184,QUO15541,PRO56174,20,9231,184620,WAR00001
LIN69016,QUO16423,PRO21215,17,4332,73644,WAR00001
LIN44246,QUO56857,PRO46773,16,9613,153808,WAR00003
LIN13656,QUO04445,PRO13996,8,9851,78808,WAR00001
LIN92820,QUO87029,PRO98085,3,9212,27636,WAR00001
LIN96090,QUO35442,PRO61136,11,5239,57629,WAR00002
LIN90494,QUO61021,PRO81999,13,3518,45734,WAR00002
LIN16958,QUO10222,PRO03838,3,8952,26856,WAR00001
LIN67605,QUO97966,PRO14992,12,5682,68184,WAR00003
LIN58841,QUO89841,PRO74373,1,7854,7854,WAR00001
LIN59466,QUO49628,PRO46773,3,9613,28839,WAR00001
LIN72107,QUO38706,PRO81999,13,3518,45734,WAR00001
LIN31490,QUO72818,PRO51045,5,8664,43320,WAR00002
LIN25292,QUO14671,PRO26667,13,3888,50544,WAR00002
LIN86631,QUO89487,PRO44499,13,9613,124969,WAR00003
LIN42987,QUO49134,PRO21215,2,4332,8664,WAR00001
LIN45148,QUO63931,PRO14701,17,6030,102510,WAR00001
LIN32687,QUO66570,PRO45787,6,9518,57108,WAR00002
LIN48413,QUO30380,PRO39806,7,7529,52703,WAR00001
LIN40264,QUO19273,PRO46773,9,9613,86517,WAR00001
LIN09005,QUO22836,PRO56174,5,9231,46155,WAR00003
LIN48755,QUO53813,PRO40808,17,6574,111758,WAR00003
LIN04541,QUO45901,PRO99910,17,7851,133467,WAR00002
LIN35660,QUO85886,PRO07576,1,3571,3571,WAR00002
LIN92868,QUO35175,PRO92316,2,8114,16228,WAR00003
LIN91081,QUO53455,PRO30045,6,3060,18360,WAR00001
LIN20540,QUO95643,PRO41240,9,9402,84618,WAR00002
LIN61137,QUO99579,PRO64497,4,7892,31568,WAR00002
LIN98280,QUO85097,PRO41627,6,6332,37992,WAR00001
LIN40302,QUO57073,PRO64828,4,8684,34736,WAR00002
LIN84424,QUO99558,PRO77206,4,7670,30680,WAR00001
LIN36746,QUO89211,PRO09500,8,6194,49552,WAR00001
LIN66659,QUO50712,PRO71161,19,4550,86450,WAR00002
LIN20878,QUO24453,PRO12639,4,8917,35668,WAR00003
LIN65143,QUO86512,PRO26667,20,3888,77760,WAR00001
LIN50791,QUO42988,PRO45787,8,9518,76144,WAR00002
LIN05495,QUO28250,PRO41240,6,9402,56412,WAR00003
LIN04494,QUO23173,PRO98085,10,9212,92120,WAR00002
LIN02300,QUO83059,PRO46773,2,9613,19226,WAR00002
LIN66810,QUO32629,PRO57903,16,6074,97184,WAR00003
LIN77849,QUO31670,PRO03838,2,8952,17904,WAR00002
LIN08058,QUO52042,PRO29563,19,4923,93537,WAR00003
LIN67946,QUO54917,PRO07576,19,3571,67849,WAR00002
LIN36164,QUO98331,PRO86898,17,9816,166872,WAR00001
LIN57216,QUO09568,PRO07576,3,3571,10713,WAR00002
LIN42737,QUO75939,PRO97881,6,6562,39372,WAR00002
LIN16301,QUO60036,PRO40808,10,6574,65740,WAR00002
LIN54193,QUO44189,PRO14992,20,5682,113640,WAR00002
LIN84908,QUO98799,PRO64122,1,4502,4502,WAR00003
LIN28464,QUO38196,PRO86754,1,9327,9327,WAR00003
LIN31323,QUO24552,PRO64828,12,8684,104208,WAR00001
LIN64918,QUO54059,PRO41240,10,9402,94020,WAR00001
LIN50719,QUO89419,PRO99910,12,7851,94212,WAR00001
LIN69700,QUO57315,PRO14992,10,5682,56820,WAR00001
LIN28325,QUO76762,PRO41627,8,6332,50656,WAR00002
LIN37037,QUO78625,PRO19301,9,5943,53487,WAR00002
LIN04396,QUO26225,PRO64497,1,7892,7892,WAR00001
LIN65941,QUO19951,PRO70558,7,7843,54901,WAR00002
LIN24248,QUO05552,PRO56174,10,9231,92310,WAR00003
LIN24957,QUO93462,PRO01485,9,8534,76806,WAR00002
LIN96784,QUO66124,PRO51045,5,8664,43320,WAR00003
LIN21555,QUO43947,PRO19301,19,5943,112917,WAR00001
LIN25602,QUO72540,PRO09500,13,6194,80522,WAR00001
LIN47958,QUO78432,PRO45787,11,9518,104698,WAR00001
LIN36044,QUO50606,PRO74373,16,7854,125664,WAR00003
LIN37265,QUO61683,PRO41627,1,6332,6332,WAR00003
LIN40241,QUO65049,PRO93334,19,6267,119073,WAR00002
LIN62589,QUO70337,PRO86754,10,9327,93270,WAR00002
LIN31405,QUO05175,PRO64828,6,8684,52104,WAR00003
LIN94584,QUO12473,PRO57903,6,6074,36444,WAR00002
LIN56484,QUO72035,PRO14992,17,5682,96594,WAR00003
LIN48149,QUO52246,PRO86898,13,9816,127608,WAR00002
LIN72522,QUO31877,PRO86754,10,9327,93270,WAR00003
LIN59785,QUO93697,PRO14701,4,6030,24120,WAR00002
LIN49641,QUO03673,PRO74373,15,7854,117810,WAR00001
LIN13513,QUO42930,PRO14992,15,5682,85230,WAR00001
LIN25302,QUO86984,PRO44499,11,9613,105743,WAR00002
LIN37430,QUO88817,PRO57903,16,6074,97184,WAR00001
LIN45157,QUO99283,PRO63981,7,6130,42910,WAR00002
LIN38605,QUO70709,PRO61136,12,5239,62868,WAR00001
LIN59073,QUO18957,PRO45787,3,9518,28554,WAR00003
LIN06283,QUO66293,PRO70558,7,7843,54901,WAR00001
LIN90335,QUO49408,PRO63981,6,6130,36780,WAR00003
LIN02758,QUO77792,PRO79367,16,7500,120000,WAR00002
LIN49349,QUO05719,PRO56174,20,9231,184620,WAR00002
LIN88033,QUO09770,PRO95982,18,8584,154512,WAR00003
LIN10023,QUO10430,PRO93334,20,6267,125340,WAR00002
LIN61138,QUO74101,PRO98085,2,9212,18424,WAR00002
LIN98943,QUO56208,PRO92316,10,8114,81140,WAR00001
LIN80271,QUO15384,PRO61136,5,5239,26195,WAR00003
LIN31155,QUO83643,PRO92316,17,8114,137938,WAR00001
LIN11173,QUO34524,PRO30045,5,3060,15300,WAR00002
LIN00807,QUO16533,PRO21215,5,4332,21660,WAR00002
LIN40008,QUO86269,PRO63981,10,6130,61300,WAR00002
LIN64161,QUO03494,PRO61136,4,5239,20956,WAR00002
LIN86499,QUO00709,PRO19301,16,5943,95088,WAR00002
LIN46108,QUO85109,PRO74373,8,7854,62832,WAR00003
LIN30549,QUO59308,PRO64828,13,8684,112892,WAR00001
LIN71895,QUO37196,PRO86754,9,9327,83943,WAR00003
LIN57160,QUO65068,PRO98085,10,9212,92120,WAR00002
LIN66275,QUO56909,PRO26667,13,3888,50544,WAR00002
LIN85316,QUO84026,PRO40808,7,6574,46018,WAR00003
LIN06677,QUO81817,PRO56174,1,9231,9231,WAR00002
LIN29973,QUO29021,PRO86898,9,9816,88344,WAR00001
LIN70719,QUO39331,PRO97881,12,6562,78744,WAR00001
LIN05006,QUO73967,PRO07576,5,3571,17855,WAR00002
LIN03020,QUO38649,PRO70558,9,7843,70587,WAR00002
LIN94245,QUO93994,PRO83380,16,6138,98208,WAR00001
LIN14365,,PRO64828,5,8684,43420,WAR00001
